stock,endDate,totalRevenue,costOfRevenue,grossProfit,totalOperatingExpenses,sellingGeneralAdministrative,operatingIncome,ebit,incomeBeforeTax,incomeTaxExpense,netIncome
HUM,2018-12-31,56912000000,45882000000,11030000000,53800000000,7525000000.0,3112000000,3112000000,2074000000.0,391000000,1683000000
HUM,2017-12-31,53767000000,43496000000,10271000000,50293000000,6419000000.0,3474000000,3474000000,4020000000.0,1572000000,2448000000
HUM,2016-12-31,54379000000,45007000000,9372000000,52534000000,7173000000.0,1845000000,1845000000,1552000000.0,938000000,614000000
BEP,2019-12-31,2980000000,992000000,1988000000,1904000000,128000000.0,1076000000,1076000000,324000000.0,51000000,-15000000
BEP,2018-12-31,2982000000,1012000000,1970000000,1935000000,104000000.0,1047000000,1047000000,344000000.0,-59000000,80000000
BEP,2017-12-31,2625000000,964000000,1661000000,1852000000,106000000.0,773000000,773000000,139000000.0,88000000,-28000000
BEP,2016-12-31,2452000000,1015000000,1437000000,1881000000,85000000.0,571000000,571000000,-13000000.0,-53000000,-50000000
CIZN,2019-12-31,34814000,0,34814000,27000000,20679000.0,7814000,0,7256000.0,1354000,5902000
CIZN,2018-12-31,35165000,0,35165000,27664000,20900000.0,7501000,0,7501000.0,828000,6673000
CIZN,2017-12-31,36002000,0,36002000,28227000,20807000.0,7775000,0,7775000.0,4071000,3704000
CIZN,2016-12-31,34828040,0,34828040,26479651,19588471.0,8348389,0,8348389.0,1611735,6736654
UNIT,2019-12-31,1057611000,203732000,853879000,712386000,102900000.0,345225000,345225000,15571000.0,4663000,10582000
UNIT,2018-12-31,1017634000,145675000,871959000,682623000,85198000.0,335011000,335011000,11124000.0,-5421000,16187000
UNIT,2017-12-31,916032000,107981000,808051000,614231000,72045000.0,301801000,301801000,-47677000.0,-38849000,-9439000
UNIT,2016-12-31,770408000,48837000,721571000,460209000,35402000.0,310199000,310199000,305000.0,517000,-212000
UMPQ,2019-12-31,1187943000,0,1187943000,698326000,646558000.0,489617000,0,468903000.0,114808000,354095000
UMPQ,2018-12-31,1162151000,0,1162151000,716338000,665575000.0,445813000,0,422686000.0,106423000,316263000
UMPQ,2017-12-31,1096918000,0,1096918000,717338000,661877000.0,379580000,0,349043000.0,106730000,242313000
UMPQ,2016-12-31,1098166000,0,1098166000,697849000,651747000.0,400317000,0,361011000.0,130943000,230068000
PFO,2019-11-30,13271620,0,13271620,1896449,1896449.0,11375171,11375171,26407534.0,0,26407534
PFO,2018-11-30,13038936,0,13038936,1831025,1831025.0,11207911,11207911,-7573866.0,0,-7573866
PFO,2017-11-30,13133038,0,13133038,1924126,1924126.0,11208912,11208912,22642827.0,0,22642827
PFO,2016-11-30,13829967,0,13829967,1909492,1909492.0,11920475,11920475,8632478.0,0,8632478
CNCE,2019-12-31,1077000,59816000,-58739000,80092000,20276000.0,-79015000,-79015000,-78166000.0,0,-78166000
CNCE,2018-12-31,10505000,43149000,-32644000,66089000,22940000.0,-55584000,-55584000,-55711000.0,313000,-56024000
CNCE,2017-12-31,62000,30223000,-30161000,51242000,21019000.0,-51180000,-51180000,95339000.0,-300000,95639000
CNCE,2016-12-31,174000,36983000,-36809000,51341000,14358000.0,-51167000,-51167000,-50720000.0,0,-50720000
LPSN,2019-12-31,291609000,78878000,212731000,371698000,208881000.0,-80089000,-80089000,-93226000.0,2845000,-96071000
LPSN,2018-12-31,249838000,62479000,187359000,264218000,144362000.0,-14380000,-14380000,-24174000.0,858000,-25032000
LPSN,2017-12-31,218876000,58205000,160671000,226408000,126329000.0,-7532000,-7532000,-17690000.0,501000,-18191000
LPSN,2016-12-31,222779000,63161000,159618000,232519000,125275000.0,-9740000,-9740000,-19939000.0,5934000,-25873000
BFC,2019-12-31,77049000,0,77049000,41198000,35172000.0,35851000,0,34289000.0,7595000,26694000
BFC,2018-12-31,71664000,0,71664000,37618000,32589000.0,34046000,0,32053000.0,6597000,25456000
BFC,2017-12-31,54501000,0,54501000,29784000,26583000.0,24717000,0,24139000.0,8826000,15313000
BFC,2016-12-31,47493000,0,47493000,24362000,21593000.0,23131000,0,22619000.0,7706000,14913000
DSX,2019-12-31,220728000,104142000,116586000,182948000,30756000.0,37780000,37780000,-10535000.0,0,-10535000
DSX,2018-12-31,226189000,102915000,123274000,186491000,31912000.0,39698000,39698000,16580000.0,0,16580000
DSX,2017-12-31,161897000,98975000,62922000,214489000,28215000.0,-52592000,-52592000,-511714000.0,0,-511714000
DSX,2016-12-31,114259000,99781000,14478000,208080000,26974000.0,-93821000,-93821000,-164237000.0,0,-164237000
SVT,2019-12-31,55272000,43146000,12126000,52222000,9076000.0,3050000,3050000,2688000.0,579000,2109000
SVT,2018-12-31,47857000,35772000,12085000,43515000,7743000.0,4342000,4342000,4235000.0,737000,3498000
SVT,2017-12-31,41444000,31447000,9997000,39292000,7845000.0,2152000,2152000,2075000.0,758000,1317000
SVT,2016-12-31,38587000,28564000,10023000,36055000,6668000.0,2532000,2532000,2470000.0,717000,1753000
ACN,2019-08-31,43215013000,29900325000,13314688000,36909939000,7009614000.0,6305074000,6305074000,6251797000.0,1405556000,4779112000
ACN,2018-08-31,40992534000,28499170000,12493364000,35151755000,6652585000.0,5840779000,5840779000,5808093000.0,1593499000,4059907000
ACN,2017-08-31,36176841000,25105349000,11071492000,31033439000,5928090000.0,5143402000,5143402000,4616032000.0,981100000,3445149000
ACN,2016-08-31,32882723000,22605296000,10277427000,28072278000,5466982000.0,4810445000,4810445000,5603572000.0,1253969000,4111892000
MVC,2019-10-31,30549564,0,30549564,8769702,8769702.0,21779862,21779862,16318134.0,1929,16316205
MVC,2018-10-31,22626213,0,22626213,6343690,6343690.0,16282523,16282523,-10531248.0,1922,-10533170
MVC,2017-10-31,20044715,0,20044715,15353807,15353807.0,4690908,4690908,27325919.0,1920,27323999
MVC,2016-10-31,37366884,0,37366884,7824907,7824907.0,29541977,29541977,2800059.0,1884,2798175
FRPT,2019-12-31,245862054,131664713,114197341,246114976,105220816.0,-252922,-252922,-1238584.0,144151,-1382735
FRPT,2018-12-31,193237462,103247223,89990239,197774999,86835254.0,-4537537,-4537537,-5284108.0,77096,-5361204
FRPT,2017-12-31,152359487,79943569,72415918,154902737,68309159.0,-2543250,-2543250,-4187146.0,75195,-4262341
FRPT,2016-12-31,129706613,69335730,60370883,130630563,55614843.0,-923950,-923950,-3094919.0,65754,-3160673
PTE,2019-12-31,5652000,2479000,3173000,95321000,76445000.0,-89669000,-89669000,-92493000.0,0,-92493000
PTE,2018-12-31,4038000,2286000,1752000,114876000,91842000.0,-110838000,-110838000,-110508000.0,0,-110508000
PTE,2018-10-31,1563000,1002000,561000,70937000,50559000.0,-69374000,-69374000,-65743000.0,-302000,-65441000
WIFI,2019-12-31,263790000,175709000,88081000,266157000,52212000.0,-2367000,-2367000,-10305000.0,-28000,-10296000
WIFI,2018-12-31,250821000,165787000,85034000,253818000,52949000.0,-2997000,-2997000,-4884000.0,-5153000,-1220000
WIFI,2017-12-31,204369000,138317000,66052000,225070000,56501000.0,-20701000,-20701000,-20854000.0,-2078000,-19366000
WIFI,2016-12-31,159344000,111365000,47979000,185387000,48448000.0,-26043000,-26043000,-26556000.0,427000,-27331000
WTM,2019-12-31,893400000,125800000,767600000,468800000,322800000.0,424600000,424600000,405100000.0,29300000,414500000
WTM,2018-12-31,369100000,322300000,46800000,536300000,205500000.0,-167200000,-167200000,-178200000.0,-4000000,-141200000
WTM,2017-12-31,373800000,169200000,204600000,364700000,195300000.0,9100000,9100000,7800000.0,-7800000,627200000
WTM,2016-12-31,161200000,134600000,26600000,302900000,167900000.0,-141700000,-141700000,-147300000.0,-32900000,401800000
OSMT,2019-12-31,240031000,111630000,128401000,236979000,93169000.0,3052000,3052000,-298022000.0,-27121000,-270901000
OSMT,2018-12-31,263701000,140082000,123619000,258018000,74443000.0,5683000,5683000,-118664000.0,-8983000,-109681000
OSMT,2017-12-31,245749032,125188435,120560597,224831010,57228219.0,20918022,20918022,-85642542.0,-44500731,-41141811
OSMT,2016-12-31,218459652,115832991,102626661,207647656,62956430.0,10811996,10811996,-52066886.0,-10245646,-41821240
INCY,2019-12-31,2158759000,1268360000,890399000,1737636000,469276000.0,421123000,421123000,486791000.0,39885000,446906000
INCY,2018-12-31,1881883000,1292080000,589803000,1727014000,434934000.0,154869000,154869000,115347000.0,5854000,109493000
INCY,2017-12-31,1536216000,1393613000,142603000,1760246000,366633000.0,-224030000,-224030000,-312290000.0,852000,-313142000
INCY,2016-12-31,1105719000,640048000,465671000,941716000,301668000.0,164003000,164003000,107404000.0,3182000,104222000
PLUG,2019-12-31,230239000,202273000,27966000,280281000,44333000.0,-50042000,-50042000,-85465000.0,0,-85465000
PLUG,2018-12-31,174632000,172010000,2622000,244115000,38198000.0,-69483000,-69483000,-87332000.0,-9217000,-78115000
PLUG,2017-12-31,100153000,128242000,-28089000,201945000,45010000.0,-101792000,-101792000,-127080000.0,0,-127080000
PLUG,2016-12-31,82819000,79944000,2875000,134338000,34288000.0,-51519000,-51519000,-57879000.0,-392000,-57487000
COUP,2020-01-31,389719000,139216000,250503000,459544000,227239000.0,-69825000,-69825000,-101767000.0,-10935000,-90832000
COUP,2019-01-31,260366000,83454000,176912000,305882000,160820000.0,-45516000,-45516000,-56061000.0,-537000,-55524000
COUP,2018-01-31,186780000,59906000,126874000,231742000,127300000.0,-44962000,-44962000,-42157000.0,1648000,-43805000
COUP,2017-01-31,133775000,46269000,87506000,169048000,92517000.0,-35273000,-35273000,-36759000.0,848000,-37607000
RPAI,2019-12-31,481686000,141643000,340043000,350375000,40489000.0,131311000,131311000,32397000.0,0,32397000
RPAI,2018-12-31,482497000,148568000,333929000,365171000,40626000.0,117326000,117326000,77640000.0,0,77640000
RPAI,2017-12-31,538139000,167311000,370828000,412987000,41810000.0,125152000,125152000,251491000.0,0,251491000
RPAI,2016-12-31,579804000,167669000,412135000,432369000,43609000.0,147435000,147435000,166817000.0,0,166817000
KKR,2019-12-31,7907306000,0,7907306000,2739016000,2908431000.0,5168290000,0,5168290000.0,528750000,2005049000
KKR,2018-12-31,4199336000,0,4199336000,1930987000,2077976000.0,2268349000,0,2256848000.0,-194098000,1131063000
KKR,2017-12-31,4999133000,0,4999133000,2214765000,2336692000.0,2784368000,0,2784368000.0,224326000,1018305000
KKR,2016-12-31,2589150000,0,2589150000,1654334000,1735883000.0,934816000,0,975225000.0,24561000,309307000
BKYI,2019-12-31,2267528,2461245,-193717,8814732,5036820.0,-6547204,-6547204,-14588700.0,0,-14588700
BKYI,2018-12-31,4044542,4164190,-119648,10913497,5333906.0,-6868955,-6868955,-6868875.0,0,-6868875
BKYI,2017-12-31,6302984,3242151,3060833,10578349,5676323.0,-4275365,-4275365,-4275338.0,0,-4275338
BKYI,2016-12-31,2975756,729683,2246073,7177575,4438950.0,-4201819,-4201819,-4189704.0,0,-4189704
RGS,2019-06-30,1069039000,722674000,346365000,1064755000,308820000.0,4284000,4284000,-22267000.0,-2145000,-14226000
RGS,2018-06-30,1235479000,824030000,411449000,1200994000,337531000.0,34485000,34485000,-10191000.0,-69812000,6436000
RGS,2017-06-30,1292800000,885049000,407751000,1258607000,329413000.0,34193000,34193000,5929000.0,9224000,-18539000
RGS,2016-06-30,1291933000,874119000,417814000,1261112000,341162000.0,30821000,30821000,3462000.0,9049000,-11316000
VBFC,2019-12-31,25908000,0,25908000,20092000,17961000.0,5816000,0,5641000.0,1164000,4477000
VBFC,2018-12-31,23295000,0,23295000,19290000,17283000.0,4005000,0,3730000.0,693000,3037000
VBFC,2017-12-31,20926000,0,20926000,19575000,17549000.0,1351000,0,1471000.0,4567000,-3096000
VBFC,2016-12-31,23240000,0,23240000,20732000,17146000.0,2508000,0,2341000.0,-11172000,13513000
OFG,2019-12-31,308186000,0,308186000,194383000,149286000.0,113803000,0,75250000.0,21409000,53841000
OFG,2018-12-31,334881000,0,334881000,187280000,142114000.0,147601000,0,132800000.0,48390000,84410000
OFG,2017-12-31,302200000,0,302200000,183782000,145264000.0,118418000,0,68089000.0,15443000,52646000
OFG,2016-12-31,313170000,0,313170000,196599000,138921000.0,116571000,0,85180000.0,25994000,59186000
BMRN,2019-12-31,1704048000,1074473000,629575000,1808893000,680924000.0,-104845000,-104845000,-94811000.0,-70963000,-23848000
BMRN,2018-12-31,1491212000,1011592000,479620000,1646236000,604353000.0,-155024000,-155024000,-142705000.0,-65494000,-77211000
BMRN,2017-12-31,1313646000,852539000,461107000,1437204000,554336000.0,-123558000,-123558000,-35875000.0,81167000,-117042000
BMRN,2016-12-31,1116854000,871525000,245329000,1378326000,476593000.0,-261472000,-261472000,-831050000.0,-200840000,-630210000
QNST,2019-06-30,455154000,393509000,61645000,435727000,29889000.0,19427000,19427000,10719000.0,-51761000,62480000
QNST,2018-06-30,404358000,345947000,58411000,388159000,28407000.0,16199000,16199000,16504000.0,574000,15930000
QNST,2017-06-30,299785000,269409000,30376000,308008000,25123000.0,-8223000,-8223000,-13288000.0,-1080000,-12208000
QNST,2016-06-30,297706000,270963000,26743000,316205000,28811000.0,-18499000,-18499000,-19286000.0,134000,-19420000
CRWS,2020-03-29,73396000,51806000,21590000,65659000,13004000.0,7737000,7737000,7768000.0,1207000,6561000
CRWS,2019-03-31,76381000,54074000,22307000,69268000,14360000.0,7113000,7113000,6791000.0,1772000,5019000
CRWS,2018-04-01,70270000,50491000,19779000,62500000,11180000.0,7770000,7770000,5421000.0,2400000,3021000
CRWS,2017-04-02,65978000,46567000,19411000,56883000,9569000.0,9095000,9095000,8796000.0,3224000,5572000
BJRI,2019-12-31,1161450000,975762000,185688000,1113200000,62540000.0,48250000,48250000,46294000.0,1056000,45238000
BJRI,2019-01-01,1116948000,922144000,194804000,1055330000,60449000.0,61618000,61618000,51997000.0,1187000,50810000
BJRI,2018-01-02,1031782000,859790000,171992000,987775000,55447000.0,44007000,44007000,35390000.0,-9390000,44780000
BJRI,2017-01-03,993052000,801413000,191639000,928071000,55406000.0,64981000,64981000,61091000.0,15534000,45557000
MSTR,2019-12-31,486327000,99974000,386353000,487329000,277932000.0,-1002000,-1002000,38263000.0,3908000,34355000
MSTR,2018-12-31,497638000,99499000,398139000,493657000,291659000.0,3981000,3981000,20482000.0,-2019000,22501000
MSTR,2017-12-31,503843000,96649000,407194000,430621000,255206000.0,73222000,73222000,71474000.0,53279000,18195000
MSTR,2016-12-31,513589000,93147000,420442000,404032000,237743000.0,109557000,109557000,114933000.0,22694000,92239000
CVBF,2019-12-31,484129000,0,484129000,181495000,164232000.0,302634000,0,291074000.0,83247000,207827000
CVBF,2018-12-31,391026000,0,391026000,158253000,141876000.0,232773000,0,211115000.0,59112000,152003000
CVBF,2017-12-31,325879000,0,325879000,137173000,120985000.0,188706000,0,188795000.0,84384000,104411000
CVBF,2016-12-31,296468000,0,296468000,129679000,113817000.0,166789000,0,162286000.0,60857000,101429000
RVMD,2019-12-31,50041000,91755000,-41714000,104161000,12406000.0,-54120000,-54120000,-52037000.0,-4373000,-47664000
RVMD,2018-12-31,20165000,51084000,-30919000,60094000,9010000.0,-39929000,-39929000,-41789000.0,0,-41789000
ALKS,2019-12-31,1170947000,180385000,990562000,1333025000,611749000.0,-162078000,-162078000,-197056000.0,-436000,-196620000
ALKS,2018-12-31,1094274000,176420000,917854000,1193402000,537408000.0,-99128000,-99128000,-126967000.0,12344000,-139311000
ALKS,2017-12-31,903374000,154748000,748626000,1051274000,421578000.0,-147900000,-147900000,-143274000.0,14671000,-157945000
ALKS,2016-12-31,745694000,132122000,613572000,954359000,383130000.0,-208665000,-208665000,-214387000.0,-5943000,-208444000
DX,2018-12-31,23695000,0,23695000,16672000,15105000.0,7023000,0,7023000.0,0,7023000
DX,2017-12-31,49913000,0,49913000,16020000,15819000.0,33893000,0,33893000.0,0,33893000
DX,2016-12-31,56926000,0,56926000,13827000,14707000.0,43099000,0,43099000.0,0,43099000
CLGN,2019-12-31,2318000,1879000,439000,9949000,4275000.0,-7631000,-7631000,-11164000.0,0,-11164000
CLGN,2018-12-31,5014000,1659000,3355000,9259000,4054000.0,-4245000,-4245000,-6249000.0,0,-6249000
CLGN,2017-12-31,463000,48000,415000,6420000,2762000.0,-5957000,-5957000,-6051000.0,0,-6051000
CLGN,2016-12-31,292000,0,292000,27837000,11048000.0,-27545000,-27545000,-27893000.0,0,-27893000
EDSA,2019-09-30,547827,135048,412779,4324010,2727061.0,-3776183,-3776183,-3702311.0,0,-3702311
CAH,2019-06-30,145534000000,138700000000,6834000000,143726000000,4480000000.0,1808000000,1808000000,1751000000.0,386000000,1363000000
CAH,2018-06-30,136809000000,129628000000,7181000000,134824000000,4596000000.0,1985000000,1985000000,-228000000.0,-487000000,256000000
CAH,2017-06-30,129976000000,123432000000,6544000000,127685000000,3775000000.0,2291000000,2291000000,1924000000.0,630000000,1288000000
CAH,2016-06-30,121546000000,115003000000,6543000000,119126000000,3648000000.0,2420000000,2420000000,2276000000.0,845000000,1427000000
UE,2019-12-31,386449000,138707000,247742000,271043000,38220000.0,115406000,115406000,117484000.0,1287000,109523000
UE,2018-12-31,414160000,153463000,260697000,287869000,34984000.0,126291000,126291000,120482000.0,3519000,105150000
UE,2017-12-31,407042000,124924000,282118000,237896000,30691000.0,169146000,169146000,72660000.0,-278000,67070000
UE,2016-12-31,325976000,106756000,219220000,192958000,28843000.0,133018000,133018000,97434000.0,804000,90815000
IHG,2019-12-31,3456000000,1723000000,1733000000,2619000000,791000000.0,837000000,837000000,542000000.0,156000000,385000000
IHG,2018-12-31,3166000000,1593000000,1573000000,2432000000,738000000.0,734000000,734000000,482000000.0,132000000,349000000
IHG,2017-12-31,2972000000,1416000000,1556000000,2226000000,709000000.0,746000000,746000000,653000000.0,118000000,534000000
IHG,2016-12-31,2866000000,1712000000,1154000000,2123000000,345000000.0,743000000,743000000,632000000.0,173000000,456000000
STWD,2019-12-31,677214000,124038000,553176000,515244000,274244000.0,161970000,0,550167000.0,13232000,509664000
STWD,2018-12-31,674457000,135655000,538802000,544093000,265587000.0,130364000,0,426527000.0,15330000,385830000
